Source,Target,weight
141,529,0.20628270938940943
141,1001,0.2708226091195019
141,1411,0.19233674515167154
141,1492,0.19692332794574782
142,461,0.30251558781206495
142,467,0.41655558876584653
143,661,0.44423080722229724
143,1382,0.25428756430938976
143,1513,0.3480233705041272
143,1636,0.2455234465525207
143,1727,0.32282571942436417
144,89,0.4222609829582196
144,159,0.2565911551025839
144,248,0.2617892801417892
144,331,0.2998727086480223
144,439,0.7314802359676975
144,1237,0.22993367870796638
145,640,0.2658675250639886
145,778,0.2500085535138689
145,1161,0.25592295502001455
145,1166,0.2782353673412405
145,1626,0.24179813912280693
146,229,0.28233557151950306
146,316,0.29285990024510666
146,757,0.26951188020894984
146,804,0.27112144959072426
146,1031,0.39579533399650907
147,508,0.21018469478356847
147,880,0.2890818164727278
148,905,0.18630527484471263
149,741,0.24565551679000922
149,1503,0.22570537034678043
149,1655,0.22063071342162746
150,587,0.20608645820811036
150,1045,0.20609845579941607
150,1115,0.32444808175068085
151,24,0.22100046383420635
151,62,0.2394720492071126
151,69,0.21855484647652204
151,88,0.2505515079332354
151,1361,0.2575564359987269
152,153,0.2540750952998834
152,578,0.2248317883596694
152,594,0.3464435733342034
152,805,0.23264619890897092
152,935,0.22717542303256572
152,1262,0.25194130872461445
153,152,0.2540750952998835
153,536,0.2960931785835131
153,1490,0.25709113720715054
154,114,0.21953356871763965
154,294,0.242087911561158
155,5,0.3568343530457057
155,18,0.284117703311356
155,81,0.32570995263492675
156,33,0.2172161945665646
156,44,0.2448258294704558
156,159,0.2502066631522469
156,298,0.30333033307593255
156,451,0.23865011156541893
156,701,0.3059091582792053
156,702,0.22829031339238848
156,903,0.24152074430081966
156,1491,0.24993473824055415
157,264,0.2259859360082179
158,908,0.4215436892581017
158,1350,0.3935488550053045
158,1485,0.6588923634951093
159,33,0.3746293760138961
159,89,0.2853567517870171
159,140,0.364448293211938
159,144,0.2565911551025839
159,225,0.347694095396561
159,248,0.25165181091840366
159,321,0.27467008835030204
159,1919,0.25721106986260406
160,1191,0.2592136875658997
160,1214,0.28143818711978136
160,1641,0.27159486735569344
161,333,0.3677221545964579
161,1937,0.19611914866287103
162,226,0.2929363976586193
162,661,0.32752390311457025
162,1114,0.3002323034371979
162,1263,0.3470671539134728
162,1513,0.2551919476292691
163,879,0.20280900942179036
164,51,0.42356792362630585
164,217,0.5800605792465107
164,375,0.37847865635093253
164,556,0.3616096375577848
164,724,0.41024260334802565
164,744,0.3092763892014402
164,800,0.43713861837331397
164,900,0.568429529282849
164,1531,0.4081771361708732
165,329,0.23582880604723283
165,1131,0.22702865665091057
165,1288,0.25234000734382833
165,1681,0.2426423867335328
166,527,0.20216175242498538
167,474,0.23365012775794955
168,86,0.29019156505071536
168,267,0.2263091025101474
169,62,0.2927225424235679
169,486,0.4492976581694145
169,517,0.279020147812017
169,1534,0.2774882455669088
170,322,0.3274074148073081
171,391,0.24652796837019608
171,830,0.29515522184644566
171,1339,0.2597435192030365
172,71,0.6572780324549207
172,848,0.46715101447574964
173,1849,0.19694122899229038
174,21,0.23513891509721024
174,84,0.2894187820767262
174,380,0.3455024677993956
174,385,0.26478588588275126
174,1003,0.23149048562069693
174,1007,0.23995120603151385
174,1322,0.280821638093729
174,1491,0.2372431252165532
175,76,0.315722887917834
175,1044,0.23801075465748678
176,767,0.19435944253378748
177,717,0.20149197324457566
177,1172,0.4527334689901768
178,53,0.31667503952651904
178,210,0.3900253434621668
178,277,0.35963297245509046
179,41,0.28782201071566205
180,390,0.2692940726029534
180,1494,0.21984500568296433
181,25,0.32598269112184086
181,205,0.211809348996017
181,249,0.2545407567428883
181,473,0.21230602614392205
181,493,0.24161783177579144
181,733,0.2162218911095347
181,922,0.214173974016691
181,934,0.22602852689656217
181,938,0.25023286364049074
181,1510,0.22338476585616787
182,547,0.22618548616812212
182,1161,0.2440475185023615
182,1225,0.24733579462851207
182,1294,0.22325121370161888
183,130,0.3473721022633468
183,1402,0.4154596116311373
183,1849,0.3577179804087903
184,553,0.27503214868750353
184,601,0.27106577579326946
184,1226,0.25004285168713913
184,1294,0.2558257614767859
184,1338,0.27460020968841986
184,1898,0.24976084979822097
185,329,0.22546967844117316
186,688,0.2092201639580942
187,500,0.3727957217218619
188,1127,0.22967330184719836
188,1563,0.21071153764082842
189,633,0.2614829389857
189,1613,0.2720193472619202
190,402,0.3095179931495586
191,716,0.21782794766585367
192,164,0.249316705159297
192,251,0.249485933429251
192,554,0.28351655249918195
192,736,0.2841583223602296
192,737,0.2806113697546152
192,1082,0.2876775824053638
193,1589,0.19482657988319513
194,15,0.20772178235410266
194,232,0.20966327795451126
194,504,0.2152047916644192
195,348,0.2348039818356264
195,597,0.3688453743452004
195,919,0.2963173291916137
195,1194,0.26864631952446
196,217,0.48943254288150856
196,535,0.4193671962186358
196,600,0.30544970264656407
196,1271,0.36421294795298087
197,766,0.245169863596651
197,1274,0.3123079785136647
198,896,0.31479886776344485
199,154,0.21185226224710618
200,473,0.32339675352717245
200,798,0.25195649848760837
200,970,0.22868979023870728
200,1432,0.21478903006284314
201,700,0.3396530068339156
201,836,0.2498451457178671
202,367,0.2587992142270145
202,375,0.23850595931241939
202,465,0.2798422076808135
202,672,0.22359421938439664
202,713,0.23572448309296032
202,1271,0.21596547831285218
202,1273,0.3614230864790353
202,1531,0.23366356238651267
203,1046,0.2195769071420364
203,1103,0.24107746651933523
204,371,0.2648151346532387
204,821,0.2784688086364266
204,1366,0.2661347476895195
204,1751,0.2529366774167657
205,276,0.35084414372713174
205,520,0.2833040505816089
205,733,0.4267519527116018
205,1041,0.30999468815354186
205,1392,0.2520980515889259
205,1563,0.2461731833961429
205,1602,0.2566672918217151
206,492,0.2002418103970119
206,1184,0.2021818834104241
207,240,0.31205923205761626
207,489,0.2813264020157673
207,758,0.33343313232804456
207,806,0.25669782135803204
207,1098,0.3069839867327853
208,205,0.22589061603057758
208,278,0.277432161453776
208,520,0.22360630075638527
208,1073,0.21681732481703117
209,689,0.42610071107321923
210,53,0.36840462065939483
210,178,0.3900253434621668
210,470,0.3293726055492567
211,225,0.23284215119718804
211,528,0.2630012909294335
211,765,0.23267015358786053
212,67,0.3856151894113183
212,98,0.26405350550245543
212,430,0.19863984813162
213,105,0.32082481776949623
213,335,0.2771727682391272
214,418,0.27458718820851047
214,519,0.23216754443068724
214,875,0.3839943166957075
214,1629,0.23459863426266453
215,480,0.34737121671061044
215,501,0.2758788946770033
215,976,0.39353809999383244
215,1079,0.30858769687132975
216,300,0.2637844631735446
216,325,0.3123638133072823
216,588,0.3031330432584354
217,51,0.5038676424895028
217,164,0.5800605792465107
217,196,0.48943254288150856
217,724,0.37555508278999106
217,800,0.4566395779363372
217,900,0.4275448832877147
218,0,0.3303183071819504
219,557,0.6626028974452786
220,1185,0.20677300687081085
220,1749,0.21657917124214143
221,358,0.2833259382289063
221,826,0.6635712065055861
222,372,0.3564711554650908
222,759,0.20891255663157313
223,523,0.2557268990825665
223,1577,0.21286814596197012
224,15,0.2574755160565893
224,580,0.40232975486997713
224,919,0.2756936805239766
224,935,0.24835957138916034
224,1196,0.4022842784518862
224,1782,0.30832380302520196
225,21,0.31461108867392007
225,44,0.26890359170120404
225,49,0.2912866525117406
225,50,0.30909935680658307
225,159,0.3476940953965608
225,248,0.30515153956068286
225,298,0.3377132019058931
225,331,0.2982200010187654
225,1185,0.25602156488092265
225,1346,0.2845797460385244
225,1389,0.3457973182448352
226,162,0.29293639765861923
226,322,0.24842377572695443
226,661,0.2641825145363641
227,241,0.6042044210721798
227,308,0.26983901939637606
227,583,0.2403713477440282
227,720,0.2593090804130187
227,1032,0.2907958692339124
227,1316,0.26893949372022974
228,369,0.17506908638166382
229,119,0.32347470349020513
229,146,0.28233557151950306
229,397,0.2860828590129986
229,1582,0.22408963525943654
230,853,0.2312946841178848
230,897,0.5350123393877894
230,1016,0.24437561215697307
231,16,0.24087263466518571
231,38,0.22803270031124523
231,628,0.2593690644226009
231,968,0.22582654567402186
231,1632,0.2196038866506294
232,194,0.20966327795451126
232,707,0.2734148007512621
233,82,0.22672340114149678
233,444,0.2573742087671944
233,472,0.23499249808926667
233,743,0.23083565134777054
233,1270,0.24280050570381448
233,1337,0.2263717832785797
233,1429,0.231979373148734
233,1471,0.3669281693393336
233,1517,0.2268784619899168
233,1701,0.2582622181438763
233,1833,0.2428760174882423
234,32,0.26833170014417446
234,1051,0.48749206467384654
235,358,0.23470469516240547
235,430,0.25951536473628395
235,637,0.26611453398668233
235,658,0.27810007781137386
235,926,0.3217626778508512
235,1473,0.24391441858493526
235,1890,0.3313685953733618
236,386,0.2197597388212088
236,444,0.2085986414004116
236,466,0.2145241048485859
236,472,0.22942263068809332
236,643,0.2194301050972705
236,913,0.24994754379146927
236,928,0.2126397215687789
236,1042,0.24668255312433926
236,1129,0.21023813890522527
236,1935,0.24105852173897682
237,8,0.37247555957783546
237,667,0.33151268689658475
237,680,0.4545857537996669
237,957,0.3511370348292792
237,1096,0.42442593928525335
238,85,0.5975869817794572
238,721,0.30813323064601916
238,1531,0.2624456661055817
239,551,0.2380216028027928
239,589,0.2266387765757076
239,715,0.38518623808957864
239,746,0.2736337634608287
239,952,0.3518915259735867
239,1386,0.4144805733886972
239,1906,0.21436858857146313
240,16,0.2581368934578881
240,38,0.3054711258774886
240,207,0.31205923205761626
240,246,0.24903247498397868
240,1143,0.24795361768853763
241,227,0.6042044210721799
241,308,0.26581268180618656
241,709,0.3117391759051376
241,906,0.25907038385135556
241,1032,0.32266821528004586
241,1315,0.2584343555639187
242,57,0.302825143408313
242,91,0.27176221173541226
242,98,0.2619518314389142
242,315,0.23258286481261395
242,735,0.2291619060913133
242,1849,0.25147036977464055
243,86,0.25983079448237645
244,13,0.39564876659036147
244,661,0.21975465514248857
244,748,0.31791747488742095
244,1783,0.24508145892002922
245,27,0.24443007216608634
245,648,0.2013603201888823
246,135,0.43017463683157303
246,1205,0.304075522299302
246,1893,0.27322472255586006
247,19,0.28495345553927187
247,461,0.2720791336554966
247,467,0.35548417695489765
248,78,0.2806182565097375
248,89,0.24532130564296462
248,104,0.2657972837966747
248,144,0.2617892801417892
248,159,0.25165181091840366
248,225,0.30515153956068286
248,321,0.24578857177988653
248,331,0.4469367730429856
248,433,0.27662248930491845
248,439,0.3531078843112853
248,1237,0.25275967407606686
248,1491,0.28351451962173724
249,181,0.25454075674288834
249,501,0.29360348804799846
249,899,0.2632506646556655
249,938,0.2656874391976297
249,1510,0.38499263213762613
249,1758,0.2959391805903404
250,256,0.22584874788793638
250,1176,0.4338484394325842
250,1829,0.36253227994950044
251,192,0.249485933429251
251,410,0.2307209260723703
251,506,0.3028795555623131
251,900,0.20281151488171764
251,1273,0.40393623896218095
251,1849,0.21974731390592095
252,1591,0.23234469330094704
253,889,0.2767297031967248
254,1144,0.2555846937828681
255,444,0.24562283331045281
255,1318,0.30019793961069474
256,62,0.38717018787013785
256,486,0.34266065328551804
256,539,0.35880403032522246
256,567,0.302804721684613
256,1036,0.4058221501991005
256,1164,0.27589141500966435
256,1904,0.3707496103466659
257,317,0.283163196858264
257,1111,0.3163359299656148
258,50,0.2177892349473747
258,210,0.25857725009495397
258,540,0.19959193880724035
258,970,0.20341610029143425
258,979,0.2294692843980479
258,1256,0.21016089501536014
259,549,0.49256307993941834
260,128,0.3464253110703642
260,386,0.24048576374621672
260,643,0.2981433705215592
260,668,0.247919067299658
260,918,0.23172444449694155
260,1024,0.26290776321689063
260,1315,0.2328116845762061
260,1872,0.2577404222272249
261,544,0.2570512927852545
262,509,0.25865874159902663
263,1091,0.26465400629836733
263,1206,0.36980072915273504
263,1344,0.34872174742011747
263,1731,0.2502055166442385
264,1145,0.28984867142638776
265,133,0.3469554286460712
265,1553,0.2239716056263855
266,722,0.38333477062518717
266,911,0.3161470542940298
267,510,0.25902984195380646
267,773,0.25752632315384016
267,1018,0.24928413589363088
267,1511,0.4430072361350484
268,114,0.2473456069836412
269,88,0.2322307098218065
269,632,0.18547529681541286
269,810,0.19321732936891398
269,1919,0.2113150732555438
270,238,0.22421768550356425
270,736,0.29887902262353416
270,828,0.23443407048211698
270,867,0.2489584845052257
270,1887,0.23693374010792184
271,412,0.30234643235691383
271,801,0.2595289847977538
271,1091,0.20539512345458066
272,565,0.3631153945614137
272,913,0.3123739420070543
272,1540,0.3309595874237484
272,1760,0.3955921038644475
273,136,0.2854748350965647
273,423,0.33904506007231594
273,780,0.44200876849403153
273,1467,0.30433081016818714
274,305,0.3032623090955623
274,520,0.2958489648485326
274,1297,0.3010860045743251
275,1598,0.24546519156523208
275,1639,0.24997031082716217
276,205,0.35084414372713174
276,421,0.3283472516704428
276,607,0.2884134701361919
276,733,0.3059188249981287
276,870,0.2767858484467611
277,178,0.3596329724550905
277,210,0.30579930724902743
278,208,0.2774321614537761
278,291,0.32721193705237966
278,502,0.42992833028731875
278,572,0.2561592572037218
278,881,0.2670248060713731
278,922,0.3627413927800175
278,1073,0.4987520988840221
278,1392,0.26471538513280113
278,1442,0.2673089912695377
278,1749,0.326938377921343
278,1832,0.45839365419519257
278,1927,0.2623976167320002
279,280,0.3167512333132665
279,414,0.3323747548198758
280,279,0.3167512333132665
280,313,0.3344327033941305
281,1469,0.22750918219862004
282,1398,0.3348478934429262
283,600,0.21145665192190902
283,672,0.26422171990591103
283,1271,0.21837039192395427
283,1753,0.21418034387969923
284,782,0.2179344172993419
284,1187,0.2143839607921366
284,1331,0.3210718950296773
285,1036,0.42375513707251405
285,1137,0.3460401020977964
286,93,0.23831381490000694
286,1013,0.27057408542355604
286,1197,0.3285124129545359
286,1306,0.21259598391942644
287,607,0.20052997143951057
287,913,0.1994164589373949
287,1226,0.23242875489731463
287,1706,0.2193082763579079
288,703,0.29630045873530997
288,1349,0.28001685684213146
288,1450,0.29718554587754303
289,13,0.230213614440059
289,82,0.3896618166480141
289,326,0.23489646095397432
289,472,0.3128566366510716
289,493,0.338292527258513
289,515,0.27936691435643746
289,691,0.2220677328121584
289,785,0.35520203883468143
289,842,0.2685788051493925
289,928,0.2737693878051713
289,1106,0.21928537561439976
289,1119,0.26027068093234257
289,1129,0.21749825762455585
289,1334,0.30732559758636296
289,1454,0.24571886345202568
289,1661,0.21959358322561948
289,1766,0.29446262614898217
289,1874,0.21616142614404116
290,57,0.356753004609376
290,504,0.4789752025467132
291,278,0.32721193705237966
291,384,0.2765046286806463
291,572,0.21693396458932004
291,881,0.27667225748231483
291,1073,0.2731455202360697
291,1749,0.23491129953845405
292,545,0.19145765463163925
292,813,0.21307632835831133
